"","x"
"125","Fort Greene"
"126","Claremont-Bathgate"
"127","Fordham South"
"128","East Harlem North"
"129","Lenox Hill-Roosevelt Island"
"130","Queensbridge-Ravenswood-Long Island City"
"131","Mott Haven-Port Morris"
"132","Steinway"
"133","Oakland Gardens"
"134","College Point"
"135","East Concourse-Concourse Village"
"136","Pelham Parkway"
"137","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"138","West Farms-Bronx River"
"139","Parkchester"
"140","Soundview-Bruckner"
"141","Bedford Park-Fordham North"
"142","Norwood"
"143","Hunts Point"
"144","Crotona Park East"
"145","Grymes Hill-Clifton-Fox Hills"
"146","New Brighton-Silver Lake"
"147","Co-op City"
"148","Prospect Heights"
"149","Dyker Heights"
"150","Bay Ridge"
"151","Far Rockaway-Bayswater"
"152","Elmhurst"
"153","Elmhurst-Maspeth"
"154","Springfield Gardens South-Brookville"
"155","Lindenwood-Howard Beach"
"156","Rosedale"
"157","Jackson Heights"
"158","Airport"
"159","Woodhaven"
"160","Brooklyn Heights-Cobble Hill"
"161","Carroll Gardens-Columbia Street-Red Hook"
"162","North Side-South Side"
"163","Hamilton Heights"
"164","Central Harlem North-Polo Grounds"
"165","New Springville-Bloomfield-Travis"
"166","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill"
"167","Seagate-Coney Island"
"168","West Brighton"
"169","East New York"
"170","Canarsie"
"171","Glendale"
"172","Middle Village"
"173","Marble Hill-Inwood"
"174","Belmont"
"175","Central Harlem South"
"176","Park Slope-Gowanus"
"177","Sunset Park West"
"178","Cypress Hills-City Line"
"179","Upper East Side-Carnegie Hill"
"180","Lincoln Square"
"181","East Harlem South"
"182","park-cemetery-etc-Brooklyn"
"183","park-cemetery-etc-Queens"
"184","park-cemetery-etc-Manhattan"
"185","Van Cortlandt Village"
"186","Morningside Heights"
"187","Upper West Side"
"188","East Village"
"189","Lower East Side"
"190","Washington Heights North"
"191","Washington Heights South"
"192","Highbridge"
"193","West Concourse"
"194","Soundview-Castle Hill-Clason Point-Harding Park"
"195","park-cemetery-etc-Bronx"
